first_name;last_name;nickname;team;id
Jonathan;Satava;;Alliance;6354
Alec;Baulding;;Alliance;6351
Henrique;Gama Filho;;ATT;6348
Pedro;Duarte;;;6342
Yan;Lucas;Pica Pau;Gracie Barra;6432
Pedro;Gama Filho;;;6447
Patricia;Fontes;Pati;Checkmat;6454
Amal;Easton;;Easton Training Centre;6481
Neiman;Gracie;;Renzo Gracie Academy;6483
Darson;Hemmings;;Gracie Humaita;6493
Regis;Lebre;;Gracie Humaita;6507
Egan;Inoue;;;6518
Kristina;Baarlan;;CTBJJA;6525
Bruno;Moreno;Alminha;Kimura / Nova Uniao;6528
James;Boran;;Boran BJJ;6535
Richard;Martinez;Richie;10th Planet;6531
Marcel;Fortuna;;Ralph Gracie JJ;6503
Francisco Pinto;Sa;Sazinho;SAS;6539
Ricardo;Velloso;Kiko;Carlson Gracie Academy;6545
Francisco;Iturralde;Sinistro;Alliance;6563
Dany;Gerard;;Atos;6592
Jhonny;Loureiro;;Alliance;6596
Luciana;Dias;Luka;Gracie Humaita;6618
Luciana;Mota;;Alliance;12788
Deborah;Gracie Stambovsky;;Gracie Sports;6641
Miguel Angel;Alderete;;Nova União;6674
Ryan;Gracie;;;6683
Carlos;Terrinha;;Gracie Barra;6686
Juarez;Soares;;Araruama Jiu Jitsu/DDR;6748
Rodrigo;Silva;Feijao;Nova União;6756
Tayane;Porfirio;;Alliance;6761
Fernanda;Mazzelli;;Strike Academy;6765
Adilson;Lima;Bitta;Academia Pitbull;6768
Jose Carlos;Lima;;GF Team;6801
Max;Gimenis;;GF Team;6805
Fernando;Andrade Reis;;Alliance;6825
Jared;Weiner;;BJJ United / Tac Team / Purebred;6833
Daniel;Alvarez;Danny;Alvarez BJJ / Bruno Bastos Association;6829
Vinicius;Canevari;Magoo;Magoo Jiu Jitsu;6976
Nathiely;de Jesus;;;7000
Jamil;Hill-Taylor;;Team Lloyd Irvin;7002
Stephen;Roberto;;Purebred;7009
Jack;McVicker;;McVicker's BJJ;7075
Ariadne;de Oliveira;;Equipe Mestre Wilson;7077
Carlos;Farias;;Roberto Traven BJJ;7079
Wagner;Mota;;Demian Maia Jiu Jitsu;7103
Talita;Alencar;;Alliance;7106
Muslim;Patsarigov;;RGA Norway;7111
Marcus;Antelante;;Soul Fighters;7114
Luiz;Tosta;Ceara;London Shootfighters;7123
Tiago;Bravo;;;7156
Cassio;Francis;Cassao;Gracie Barra / Cassao;6792
Rodrigo;Pinheiro;;Rodrigo Pinheiro JJ;7201
Tiago;Pereira;;Ribeiro JJ;7171
Breno;Bittencourt;;Ares JJ;7143
Fabricio;Medeiros;Bicudo;;7140
Jan;Buatim;;NS Brotherhood;7256
Enrico;Cocco;;Fight Sports / Zen Jiu Jitsu;7247
Manuel;Diaz;Manny;;7231
Diogo;Almeida;;Almeida JJ;7224
Outi;Jarvilehto;;Brasa;7218
Andre;Ushirobira;;Ushirobira JJ;7282
Paulo;Caruso;;;7289
Mauricio;Pereira;Russo;Laerte Barcelos JJ;7329
Rolando;Delgado;Roli;;7352
Ilke;Bulut;;Icon JJ;7376
Manoel;Neto;;Team Focus;7396
Thamires;Aquino;;GF Team;7473
Kristian;Woodmansee;;Atos;7476
Paul;Ardila-Ibarra;;American Top Team (ATT);7502
Valdir;Canuto;Tio Chico;Zenith JJ;7505
Nakapan;Phungephorn;;BETA Academy;7512
Eliot;Kelly;;Yemaso JJ;7519
Mauricio;Pereira;Mauricao;Behring JJ;7556
Vinicius;Garcia;;;7636
